Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sorting_markers,source_name,SRA Study,strain,create_date,version
SRR8147245,10 weeks old,RNA-Seq,50,828952650,PRJNA503607,SAMN10366379,344716600,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967741,GSM3455236,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455236,CD11b+ CD64+ Ly6C- CD206- MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147246,10 weeks old,RNA-Seq,50,428834550,PRJNA503607,SAMN10366378,183392689,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967742,GSM3455237,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455237,CD11b+ CD64+ Ly6C- CD206- MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147247,10 weeks old,RNA-Seq,50,639384750,PRJNA503607,SAMN10366377,270518046,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967743,GSM3455238,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455238,F4/80+ ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147248,10 weeks old,RNA-Seq,50,604830300,PRJNA503607,SAMN10366376,253900303,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967744,GSM3455239,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455239,F4/80+ ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147249,10 weeks old,RNA-Seq,50,729897200,PRJNA503607,SAMN10366375,304345725,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967745,GSM3455240,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455240,SSChi F4/80+ CD11b+ Siglec F-,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147250,10 weeks old,RNA-Seq,50,465346850,PRJNA503607,SAMN10366374,200136733,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967746,GSM3455241,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455241,SSChi F4/80+ CD11b+ Siglec F-,Lung,SRP167701,C57BL/6J,2018-11-04T02:18:00Z,1
SRR8147251,10 weeks old,RNA-Seq,50,637873950,PRJNA503607,SAMN10366373,267719838,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967747,GSM3455242,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455242,SSChi F4/80+ CD11b+ Siglec F-,Lung,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147252,10 weeks old,RNA-Seq,50,678685050,PRJNA503607,SAMN10366372,283650729,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967748,GSM3455243,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455243,SSChi F4/80+ CD11b+ Siglec F-,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147253,10 weeks old,RNA-Seq,50,728614300,PRJNA503607,SAMN10366371,305578999,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967749,GSM3455244,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455244,CD11b+ CD64+ Ly6C+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147254,10 weeks old,RNA-Seq,50,499974050,PRJNA503607,SAMN10366370,215685454,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967750,GSM3455245,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455245,CD11b+ CD64+ Ly6C+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147255,10 weeks old,RNA-Seq,50,934162700,PRJNA503607,SAMN10366369,395594583,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967751,GSM3455246,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455246,CD11b+ CD64+ Ly6C+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:24:00Z,1
SRR8147256,10 weeks old,RNA-Seq,50,779544050,PRJNA503607,SAMN10366443,328555379,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967752,GSM3455247,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455247,CD11b+ CD64+ Ly6C+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147257,10 weeks old,RNA-Seq,50,724734750,PRJNA503607,SAMN10366442,302802772,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967753,GSM3455248,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455248,CD11b+ CD64+ Ly6C+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147258,10 weeks old,RNA-Seq,50,763547100,PRJNA503607,SAMN10366441,320136580,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967754,GSM3455249,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455249,CD11b+ CD64+ Ly6C+ MHCII+,Lung,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147259,10 weeks old,RNA-Seq,50,901191950,PRJNA503607,SAMN10366440,377073473,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967755,GSM3455250,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455250,SSClo F4/80+ CD11b+ Ly6C+,Lung,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147260,10 weeks old,RNA-Seq,50,676454200,PRJNA503607,SAMN10366439,282145321,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967756,GSM3455251,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455251,SSClo F4/80+ CD11b+ Ly6C+,Lung,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147261,17 weeks old,RNA-Seq,50,1148282050,PRJNA503607,SAMN10366438,469132557,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967757,GSM3455252,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455252,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:25:00Z,1
SRR8147262,17 weeks old,RNA-Seq,50,574673800,PRJNA503607,SAMN10366437,235804893,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967758,GSM3455253,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455253,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:21:00Z,1
SRR8147263,17 weeks old,RNA-Seq,50,565918800,PRJNA503607,SAMN10366436,232503355,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967759,GSM3455254,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455254,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:21:00Z,1
SRR8147264,17 weeks old,RNA-Seq,50,919690700,PRJNA503607,SAMN10366435,375389044,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967760,GSM3455255,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455255,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:24:00Z,1
SRR8147265,17 weeks old,RNA-Seq,50,663945200,PRJNA503607,SAMN10366434,270311239,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967761,GSM3455256,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455256,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:20:00Z,1
SRR8147266,17 weeks old,RNA-Seq,50,613263950,PRJNA503607,SAMN10366433,258176177,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967762,GSM3455257,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455257,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:22:00Z,1
SRR8147267,17 weeks old,RNA-Seq,50,911809350,PRJNA503607,SAMN10366432,375665334,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967763,GSM3455258,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455258,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:24:00Z,1
SRR8147268,17 weeks old,RNA-Seq,50,713609100,PRJNA503607,SAMN10366431,293253120,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967764,GSM3455259,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455259,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:25:00Z,1
SRR8147269,17 weeks old,RNA-Seq,50,860312750,PRJNA503607,SAMN10366430,351205493,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967765,GSM3455260,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455260,CD45+CD64+Ly6CLMHCII+GFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:24:00Z,1
SRR8147270,17 weeks old,RNA-Seq,50,944574250,PRJNA503607,SAMN10366429,385788630,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967766,GSM3455261,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455261,CD45+CD64+Ly6CLGFP-tdTomato-,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:25:00Z,1
SRR8147271,17 weeks old,RNA-Seq,50,638585500,PRJNA503607,SAMN10366315,269001999,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967767,GSM3455262,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455262,CD45+CD64+Ly6CLGFP-tdTomato-,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:22:00Z,1
SRR8147272,17 weeks old,RNA-Seq,50,595085500,PRJNA503607,SAMN10366314,250755220,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967768,GSM3455263,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455263,CD45+CD64+Ly6CLGFP-tdTomato-,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:21:00Z,1
SRR8147273,17 weeks old,RNA-Seq,50,634987500,PRJNA503607,SAMN10366313,260141968,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967769,GSM3455264,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455264,CD45+CD64+Ly6CLGFP-tdTomato-,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:21:00Z,1
SRR8147274,17 weeks old,RNA-Seq,50,849803500,PRJNA503607,SAMN10366312,348315480,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967770,GSM3455265,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455265,CD45+CD64+Ly6CLGFP-tdTomato-,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:24:00Z,1
SRR8147275,17 weeks old,RNA-Seq,50,919219550,PRJNA503607,SAMN10366311,375790852,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967771,GSM3455266,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455266,CD45+CD64+Ly6CLGFP-tdTomato-,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:27:00Z,1
SRR8147276,17 weeks old,RNA-Seq,50,952489200,PRJNA503607,SAMN10366368,389306911,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967772,GSM3455267,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455267,CD45+CD64+Ly6CLGFP-tdTomato-,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:25:00Z,1
SRR8147277,17 weeks old,RNA-Seq,50,847161450,PRJNA503607,SAMN10366367,345873045,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967773,GSM3455268,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455268,CD45+CD64+Ly6CLGFP-tdTomato-,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:25:00Z,1
SRR8147278,17 weeks old,RNA-Seq,50,951027000,PRJNA503607,SAMN10366366,390964862,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967774,GSM3455269,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455269,CD45+CD64+Ly6CLGFP-tdTomato+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:24:00Z,1
SRR8147279,17 weeks old,RNA-Seq,50,1003450100,PRJNA503607,SAMN10366365,411243764,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967775,GSM3455270,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455270,CD45+CD64+Ly6CLGFP-tdTomato+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:25:00Z,1
SRR8147280,17 weeks old,RNA-Seq,50,674459500,PRJNA503607,SAMN10366364,275623204,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967776,GSM3455271,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455271,F4/80+ ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147281,17 weeks old,RNA-Seq,50,297450950,PRJNA503607,SAMN10366363,125476356,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967777,GSM3455272,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455272,F4/80+ ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147282,17 weeks old,RNA-Seq,50,106091050,PRJNA503607,SAMN10366362,49060533,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967778,GSM3455273,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455273,F4/80+ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:19:00Z,1
SRR8147283,17 weeks old,RNA-Seq,50,664405450,PRJNA503607,SAMN10366361,272393896,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967779,GSM3455274,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455274,F4/80+ICAM2+,Peritoneal Cavity,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147284,17 weeks old,RNA-Seq,50,704374350,PRJNA503607,SAMN10366360,289197576,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967780,GSM3455275,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455275,CD45+CD64+Ly6CHGFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:23:00Z,1
SRR8147285,17 weeks old,RNA-Seq,50,344666350,PRJNA503607,SAMN10366359,146124661,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967781,GSM3455276,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455276,CD45+CD64+Ly6CHGFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:20:00Z,1
SRR8147286,17 weeks old,RNA-Seq,50,723419450,PRJNA503607,SAMN10366358,299124022,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967782,GSM3455277,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455277,CD45+CD64+Ly6CHGFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:24:00Z,1
SRR8147287,17 weeks old,RNA-Seq,50,710922250,PRJNA503607,SAMN10366356,293273459,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967783,GSM3455278,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455278,CD45+CD64+Ly6CHGFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:23:00Z,1
SRR8147288,17 weeks old,RNA-Seq,50,495194200,PRJNA503607,SAMN10366354,204769725,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967784,GSM3455279,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455279,CD45+CD64+Ly6CHGFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:22:00Z,1
SRR8147289,17 weeks old,RNA-Seq,50,860864600,PRJNA503607,SAMN10366353,352122502,Monocyte,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967785,GSM3455280,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455280,CD45+CD64+Ly6CHGFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:23:00Z,1
SRR8147290,17 weeks old,RNA-Seq,50,386396800,PRJNA503607,SAMN10366351,161980889,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967786,GSM3455281,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455281,CD45+CD64+Ly6CHGFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:20:00Z,1
SRR8147291,17 weeks old,RNA-Seq,50,643889850,PRJNA503607,SAMN10366349,264719879,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967787,GSM3455282,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455282,CD45+CD64+Ly6CHGFP+,Heart,SRP167701,Tnnt2-DTR CCR2GFP Flt3-Cre Rosa26-tdTomato,2018-11-04T02:22:00Z,1
SRR8147292,8 weeks old,RNA-Seq,50,666233800,PRJNA503607,SAMN10366347,278033803,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967788,GSM3455283,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455283,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Liver,SRP167701,C57BL/6J,2018-11-04T02:23:00Z,1
SRR8147293,8 weeks old,RNA-Seq,50,301998200,PRJNA503607,SAMN10366345,130002317,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967789,GSM3455284,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455284,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Liver,SRP167701,C57BL/6J,2018-11-04T02:20:00Z,1
SRR8147294,8 weeks old,RNA-Seq,50,510247450,PRJNA503607,SAMN10366344,214444863,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967790,GSM3455285,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455285,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Liver,SRP167701,C57BL/6J,2018-11-04T02:21:00Z,1
SRR8147295,8 weeks old,RNA-Seq,50,507530750,PRJNA503607,SAMN10366342,212954782,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967791,GSM3455286,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455286,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Liver,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
SRR8147296,8 weeks old,RNA-Seq,50,753554800,PRJNA503607,SAMN10366341,313310810,Macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX4967792,GSM3455287,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-11-06T00:00:00Z,GSM3455287,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Liver,SRP167701,C57BL/6J,2018-11-04T02:22:00Z,1
